epoch,batch,train_loss,val_loss
0,0,212.5827178955078,213.18869018554688
1,0,207.32275390625,207.7440185546875
2,0,202.04974365234375,202.21734619140625
3,0,196.70285034179688,196.546875
4,0,191.22267150878906,190.6800994873047
5,0,185.55859375,184.57083129882812
6,0,179.6658935546875,178.1709747314453
7,0,173.49826049804688,171.42649841308594
8,0,167.0035400390625,164.27813720703125
9,0,160.12460327148438,156.6638946533203
10,0,152.8013458251953,148.52210998535156
11,0,144.97398376464844,139.794921875
12,0,136.58612060546875,130.431640625
13,0,127.58834838867188,120.39349365234375
14,0,117.94277954101562,109.66364288330078
15,0,107.63277435302734,98.2638931274414
16,0,96.67854309082031,86.2786865234375
17,0,85.16015625,73.89232635498047
18,0,73.2530746459961,61.43162536621094
19,0,61.270050048828125,49.397342681884766
20,0,49.695228576660156,38.44387435913086
21,0,39.17304992675781,29.264223098754883
22,0,30.399456024169922,22.38239860534668
23,0,23.89830780029297,17.93927574157715
24,0,19.789583206176758,15.621776580810547
25,0,17.738523483276367,14.827229499816895
26,0,17.141712188720703,14.939187049865723
27,0,17.39124298095703,15.495466232299805
28,0,18.03386688232422,16.200790405273438
29,0,18.786287307739258,16.88701629638672
30,0,19.492534637451172,17.46735191345215
31,0,20.0751895904541,17.908266067504883
32,0,20.506139755249023,18.201904296875
33,0,20.780502319335938,18.3563232421875
34,0,20.90782928466797,18.383129119873047
35,0,20.900728225708008,18.300973892211914
36,0,20.778240203857422,18.124685287475586
37,0,20.555830001831055,17.8729248046875
38,0,20.252397537231445,17.56120491027832
39,0,19.883949279785156,17.20469093322754
40,0,19.466073989868164,16.817625045776367
41,0,19.01347541809082,16.412094116210938
42,0,18.538541793823242,15.999482154846191
43,0,18.053207397460938,15.591236114501953
44,0,17.569196701049805,15.193825721740723
45,0,17.09349822998047,14.816427230834961
46,0,16.635562896728516,14.46426773071289
47,0,16.20108985900879,14.142248153686523
48,0,15.795263290405273,13.853683471679688
49,0,15.42171859741211,13.601064682006836
50,0,15.083309173583984,13.384952545166016
51,0,14.780921936035156,13.205662727355957
52,0,14.515155792236328,13.061784744262695
53,0,14.2849702835083,12.950876235961914
54,0,14.088294982910156,12.869375228881836
55,0,13.922076225280762,12.814393997192383
56,0,13.783716201782227,12.781025886535645
57,0,13.668743133544922,12.764307022094727
58,0,13.572617530822754,12.759321212768555
59,0,13.490839004516602,12.761543273925781
60,0,13.41916275024414,12.766983985900879
61,0,13.35386848449707,12.771227836608887
62,0,13.290842056274414,12.770685195922852
63,0,13.226628303527832,12.762986183166504
64,0,13.158936500549316,12.746683120727539
65,0,13.086315155029297,12.720141410827637
66,0,13.007122039794922,12.682968139648438
67,0,12.920842170715332,12.63586711883545
68,0,12.827899932861328,12.578898429870605
69,0,12.72825813293457,12.513215065002441
70,0,12.62274169921875,12.44039249420166
71,0,12.512630462646484,12.36162281036377
72,0,12.398756980895996,12.279427528381348
73,0,12.283238410949707,12.194052696228027
74,0,12.166111946105957,12.108160018920898
75,0,12.049556732177734,12.021919250488281
76,0,11.93342399597168,11.937580108642578
77,0,11.819597244262695,11.854702949523926
78,0,11.707415580749512,11.775262832641602
79,0,11.598470687866211,11.698436737060547
80,0,11.491764068603516,11.625354766845703
81,0,11.388094902038574,11.555365562438965
82,0,11.286750793457031,11.488499641418457
83,0,11.187451362609863,11.424932479858398
84,0,11.090411186218262,11.363943099975586
85,0,10.994660377502441,11.305174827575684
86,0,10.899992942810059,11.249015808105469
87,0,10.806448936462402,11.193984985351562
88,0,10.7128267288208,11.140667915344238
89,0,10.619606018066406,11.088517189025879
90,0,10.526300430297852,11.037520408630371
91,0,10.432933807373047,10.987266540527344
92,0,10.339195251464844,10.937956809997559
93,0,10.24538803100586,10.888603210449219
94,0,10.15064811706543,10.840113639831543
95,0,10.05588150024414,10.792083740234375
96,0,9.960917472839355,10.744659423828125
97,0,9.866026878356934,10.697510719299316
98,0,9.77083683013916,10.65122127532959
99,0,9.676225662231445,10.605879783630371
100,0,9.58222770690918,10.560317993164062
101,0,9.488012313842773,10.515674591064453
102,0,9.394553184509277,10.471911430358887
103,0,9.30206298828125,10.428214073181152
104,0,9.209746360778809,10.385436058044434
105,0,9.118578910827637,10.342694282531738
106,0,9.027713775634766,10.300272941589355
107,0,8.937455177307129,10.258334159851074
108,0,8.848114967346191,10.216075897216797
109,0,8.758819580078125,10.174291610717773
110,0,8.670448303222656,10.132246017456055
111,0,8.582191467285156,10.089868545532227
112,0,8.494179725646973,10.047762870788574
113,0,8.406684875488281,10.0059175491333
114,0,8.319942474365234,9.963634490966797
115,0,8.233097076416016,9.921786308288574
116,0,8.147062301635742,9.879653930664062
117,0,8.060990333557129,9.838066101074219
118,0,7.975778579711914,9.796355247497559
119,0,7.890579700469971,9.755308151245117
120,0,7.806299209594727,9.714221954345703
121,0,7.722054481506348,9.674084663391113
122,0,7.638848781585693,9.633980751037598
123,0,7.5557098388671875,9.595016479492188
124,0,7.473715305328369,9.556081771850586
125,0,7.391698837280273,9.518487930297852
126,0,7.31097412109375,9.481084823608398
127,0,7.230357646942139,9.444448471069336
128,0,7.1503987312316895,9.408858299255371
129,0,7.071389198303223,9.373637199401855
130,0,6.992671012878418,9.339118957519531
131,0,6.914568901062012,9.305157661437988
132,0,6.836931228637695,9.271893501281738
133,0,6.759861946105957,9.239377975463867
134,0,6.6835432052612305,9.20738697052002
135,0,6.607674598693848,9.175962448120117
136,0,6.532320022583008,9.145208358764648
137,0,6.457647323608398,9.115002632141113
138,0,6.3835039138793945,9.084821701049805
139,0,6.309412002563477,9.055612564086914
140,0,6.236280918121338,9.027015686035156
141,0,6.163794994354248,8.998737335205078
142,0,6.0916242599487305,8.970577239990234
143,0,6.0196380615234375,8.943392753601074
144,0,5.9485859870910645,8.91677474975586
145,0,5.8781561851501465,8.890005111694336
146,0,5.807620048522949,8.864264488220215
147,0,5.737992763519287,8.838349342346191
148,0,5.66823673248291,8.813552856445312
149,0,5.599530220031738,8.788725852966309
150,0,5.530782699584961,8.764979362487793
151,0,5.463126182556152,8.741500854492188
152,0,5.395589828491211,8.718132972717285
153,0,5.328170299530029,8.695097923278809
154,0,5.260993480682373,8.672657012939453
155,0,5.194377422332764,8.65123176574707
156,0,5.128659725189209,8.630330085754395
157,0,5.063475131988525,8.609375
158,0,4.998176097869873,8.588735580444336
159,0,4.933126926422119,8.569149017333984
160,0,4.869044780731201,8.549560546875
161,0,4.805000305175781,8.530324935913086
162,0,4.74129056930542,8.51154613494873
163,0,4.678027629852295,8.493374824523926
164,0,4.615328311920166,8.47597885131836
165,0,4.553386688232422,8.458590507507324
166,0,4.491482734680176,8.441644668579102
167,0,4.430008411407471,8.425309181213379
168,0,4.369130611419678,8.409388542175293
169,0,4.308626174926758,8.39390754699707
170,0,4.248561382293701,8.379776000976562
171,0,4.189831256866455,8.365386009216309
172,0,4.130742073059082,8.351484298706055
173,0,4.072157859802246,8.338173866271973
174,0,4.014060974121094,8.325437545776367
175,0,3.956472158432007,8.313180923461914
176,0,3.8993406295776367,8.301514625549316
177,0,3.842747211456299,8.289552688598633
178,0,3.7858242988586426,8.278903007507324
179,0,3.730203151702881,8.26875114440918
180,0,3.6751160621643066,8.259037017822266
181,0,3.6204681396484375,8.249754905700684
182,0,3.5663387775421143,8.24098014831543
183,0,3.512803554534912,8.232604026794434
184,0,3.459750175476074,8.22413444519043
185,0,3.4067940711975098,8.216499328613281
186,0,3.354830265045166,8.209150314331055
187,0,3.30329966545105,8.202229499816895
188,0,3.2523908615112305,8.19568920135498
189,0,3.2020764350891113,8.189380645751953
190,0,3.152172327041626,8.183521270751953
191,0,3.102919340133667,8.177719116210938
192,0,3.0538570880889893,8.172660827636719
193,0,3.005737543106079,8.167984008789062
194,0,2.9581055641174316,8.162788391113281
195,0,2.910212993621826,8.158976554870605
196,0,2.8637921810150146,8.15556526184082
197,0,2.817955255508423,8.152173042297363
198,0,2.7723474502563477,8.149528503417969
199,0,2.7276482582092285,8.14736270904541
200,0,2.6836304664611816,8.145539283752441
201,0,2.640240430831909,8.144022941589355
202,0,2.5973572731018066,8.142448425292969
203,0,2.554755926132202,8.14168930053711
204,0,2.513159990310669,8.141083717346191
205,0,2.4720914363861084,8.13996410369873
206,0,2.430732488632202,8.140045166015625
207,0,2.390850305557251,8.140534400939941
208,0,2.351658821105957,8.140996932983398
209,0,2.3126723766326904,8.14206314086914
210,0,2.27455735206604,8.14372444152832
211,0,2.2371833324432373,8.145647048950195
212,0,2.2003395557403564,8.148004531860352
213,0,2.1640491485595703,8.150381088256836
214,0,2.1280438899993896,8.153355598449707
215,0,2.0928733348846436,8.156814575195312
216,0,2.058351993560791,8.159520149230957
217,0,2.023343563079834,8.163531303405762
218,0,1.9899133443832397,8.167435646057129
219,0,1.956687569618225,8.17212200164795
220,0,1.9244312047958374,8.176931381225586
221,0,1.8926273584365845,8.182107925415039
222,0,1.8614654541015625,8.187483787536621
223,0,1.830796718597412,8.193093299865723
224,0,1.8006391525268555,8.19864559173584
225,0,1.7706656455993652,8.204867362976074
226,0,1.7415986061096191,8.21126937866211
227,0,1.7129839658737183,8.216869354248047
228,0,1.6838427782058716,8.223860740661621
229,0,1.656319260597229,8.230937004089355
230,0,1.6292216777801514,8.238309860229492
231,0,1.6026721000671387,8.245475769042969
232,0,1.5762791633605957,8.253002166748047
233,0,1.550612211227417,8.260809898376465
234,0,1.5255494117736816,8.268680572509766
235,0,1.500929594039917,8.276694297790527
236,0,1.4767955541610718,8.28473949432373
237,0,1.4530481100082397,8.29286003112793
238,0,1.4298263788223267,8.30069637298584
239,0,1.406666874885559,8.309035301208496
240,0,1.3843646049499512,8.317355155944824
241,0,1.3624197244644165,8.325185775756836
242,0,1.3403804302215576,8.333015441894531
243,0,1.3187309503555298,8.341495513916016
244,0,1.2980422973632812,8.349997520446777
245,0,1.2778609991073608,8.358329772949219
246,0,1.2578909397125244,8.366687774658203
247,0,1.2383389472961426,8.37519359588623
248,0,1.2193385362625122,8.383553504943848
249,0,1.2006433010101318,8.391987800598145
250,0,1.1824673414230347,8.400395393371582
251,0,1.1646063327789307,8.408804893493652
252,0,1.1471470594406128,8.41707706451416
253,0,1.1299606561660767,8.425466537475586
254,0,1.113255500793457,8.433788299560547
255,0,1.0968737602233887,8.441709518432617
256,0,1.0804474353790283,8.449934005737305
257,0,1.0647319555282593,8.458003044128418
258,0,1.0492531061172485,8.466103553771973
259,0,1.034205675125122,8.474113464355469
260,0,1.0194929838180542,8.480841636657715
261,0,1.003913164138794,8.488774299621582
262,0,0.9898063540458679,8.49660873413086
263,0,0.976000964641571,8.504250526428223
264,0,0.9624122381210327,8.511886596679688
265,0,0.9491296410560608,8.519585609436035
266,0,0.9361709356307983,8.526741027832031
267,0,0.9231098890304565,8.534271240234375
268,0,0.910676121711731,8.541751861572266
269,0,0.898495614528656,8.549115180969238
270,0,0.8865225315093994,8.556486129760742
271,0,0.8747958540916443,8.563810348510742
272,0,0.8633310198783875,8.571163177490234
273,0,0.852071225643158,8.578429222106934
274,0,0.8410702347755432,8.585630416870117
275,0,0.8302775621414185,8.592893600463867
276,0,0.8197328448295593,8.600058555603027
277,0,0.8093237280845642,8.60727310180664
278,0,0.7991424798965454,8.614507675170898
279,0,0.7891910076141357,8.621711730957031
280,0,0.7794729471206665,8.628512382507324
281,0,0.7695598006248474,8.635687828063965
282,0,0.7601920962333679,8.642831802368164
283,0,0.7509800791740417,8.649914741516113
284,0,0.7419282793998718,8.65697193145752
285,0,0.7330369353294373,8.663968086242676
286,0,0.724327564239502,8.670923233032227
287,0,0.7157687544822693,8.677857398986816
288,0,0.7074097990989685,8.684741973876953
289,0,0.6992097496986389,8.690214157104492
290,0,0.6899285912513733,8.69696044921875
291,0,0.6820479035377502,8.703604698181152
292,0,0.6742545962333679,8.710137367248535
293,0,0.6665907502174377,8.716646194458008
294,0,0.6590988039970398,8.723109245300293
295,0,0.6517394781112671,8.729287147521973
296,0,0.6444059610366821,8.735536575317383
297,0,0.6372868418693542,8.74172306060791
298,0,0.630297064781189,8.747719764709473
299,0,0.6234171986579895,8.753701210021973
300,0,0.616628110408783,8.759584426879883
301,0,0.6100096106529236,8.765015602111816
302,0,0.6031284928321838,8.770761489868164
303,0,0.5966938734054565,8.776362419128418
304,0,0.5903530716896057,8.781915664672852
305,0,0.5841197371482849,8.78741455078125
306,0,0.577995777130127,8.792840003967285
307,0,0.5720022320747375,8.798197746276855
308,0,0.5660714507102966,8.803404808044434
309,0,0.5601829290390015,8.808626174926758
310,0,0.554436206817627,8.813762664794922
311,0,0.54878830909729,8.818916320800781
312,0,0.543225109577179,8.82394027709961
313,0,0.5377432107925415,8.828930854797363
314,0,0.532336413860321,8.833901405334473
315,0,0.5270358324050903,8.838844299316406
316,0,0.5218285918235779,8.843690872192383
317,0,0.5166688561439514,8.848515510559082
318,0,0.5115869045257568,8.853286743164062
319,0,0.506580650806427,8.85806941986084
320,0,0.5016686916351318,8.86279010772705
321,0,0.4968286156654358,8.867506980895996
322,0,0.49204209446907043,8.872171401977539
323,0,0.4873442053794861,8.876781463623047
324,0,0.4827195703983307,8.881424903869629
325,0,0.4781590402126312,8.885880470275879
326,0,0.4735850393772125,8.89046859741211
327,0,0.46915099024772644,8.894994735717773
328,0,0.46479567885398865,8.899468421936035
329,0,0.46051421761512756,8.903915405273438
330,0,0.45625609159469604,8.908315658569336
331,0,0.4520379602909088,8.912731170654297
332,0,0.44790297746658325,8.917075157165527
333,0,0.44385939836502075,8.921401023864746
334,0,0.4398445188999176,8.925716400146484
335,0,0.43587997555732727,8.929868698120117
336,0,0.4318341016769409,8.93398666381836
337,0,0.4278714060783386,8.938179969787598
338,0,0.4240664541721344,8.942390441894531
339,0,0.4203413426876068,8.946563720703125
340,0,0.41666823625564575,8.950728416442871
341,0,0.41307082772254944,8.954816818237305
342,0,0.40941664576530457,8.958918571472168
343,0,0.4059130847454071,8.962995529174805
344,0,0.4024522304534912,8.966970443725586
345,0,0.39899855852127075,8.971014976501465
346,0,0.39564254879951477,8.974977493286133
347,0,0.39227843284606934,8.97884464263916
348,0,0.3888500928878784,8.982815742492676
349,0,0.3856288194656372,8.986658096313477
350,0,0.3824026584625244,8.99061393737793
351,0,0.3792217969894409,8.99449348449707
352,0,0.37610167264938354,8.998309135437012
353,0,0.3729899525642395,9.002164840698242
354,0,0.36992430686950684,9.00595474243164
355,0,0.3669375479221344,9.009722709655762
356,0,0.3639417886734009,9.0135498046875
357,0,0.3610064685344696,9.017276763916016
358,0,0.3580789268016815,9.021059036254883
359,0,0.35522598028182983,9.024813652038574
360,0,0.35242417454719543,9.02722454071045
361,0,0.34842848777770996,9.031057357788086
362,0,0.3457191586494446,9.034758567810059
363,0,0.3429718017578125,9.038497924804688
364,0,0.3403266966342926,9.042192459106445
365,0,0.3376304507255554,9.045960426330566
366,0,0.33505430817604065,9.049674987792969
367,0,0.33243516087532043,9.053414344787598
368,0,0.3298782408237457,9.05708122253418
369,0,0.3273013234138489,9.06084156036377
370,0,0.32482483983039856,9.064508438110352
371,0,0.3223245143890381,9.068267822265625
372,0,0.3199236989021301,9.071913719177246
373,0,0.3174887001514435,9.075662612915039
374,0,0.31513169407844543,9.079418182373047
375,0,0.31274521350860596,9.083148956298828
376,0,0.3104574680328369,9.086736679077148
377,0,0.3080593943595886,9.090489387512207
378,0,0.30580979585647583,9.094194412231445
379,0,0.30355727672576904,9.097946166992188
380,0,0.30135634541511536,9.101611137390137
381,0,0.2991180419921875,9.105366706848145
382,0,0.29699280858039856,9.109066009521484
383,0,0.29483887553215027,9.112773895263672
384,0,0.2927461266517639,9.116439819335938
385,0,0.29061493277549744,9.12010383605957
386,0,0.28854048252105713,9.123811721801758
387,0,0.28650009632110596,9.127522468566895
388,0,0.2845190465450287,9.13117504119873
389,0,0.2824881076812744,9.134864807128906
390,0,0.280537873506546,9.138504028320312
391,0,0.27856123447418213,9.14221477508545
392,0,0.27665436267852783,9.145527839660645
393,0,0.2744111716747284,9.149173736572266
394,0,0.27254775166511536,9.152830123901367
395,0,0.27067869901657104,9.156416893005371
396,0,0.26883408427238464,9.16002082824707
397,0,0.2669839560985565,9.163640975952148
398,0,0.26519089937210083,9.167241096496582
399,0,0.2634158432483673,9.170814514160156
400,0,0.26161453127861023,9.174442291259766
401,0,0.2598777711391449,9.178007125854492
402,0,0.2580944895744324,9.181511878967285
403,0,0.25636520981788635,9.185081481933594
404,0,0.2546951174736023,9.188613891601562
405,0,0.25301146507263184,9.192146301269531
406,0,0.2513572573661804,9.195706367492676
407,0,0.24969252943992615,9.199170112609863
408,0,0.24806030094623566,9.202716827392578
409,0,0.24646468460559845,9.206232070922852
410,0,0.2448912113904953,9.209691047668457
411,0,0.243285670876503,9.21321964263916
412,0,0.24175232648849487,9.216643333435059
413,0,0.24016143381595612,9.220069885253906
414,0,0.2385765016078949,9.223570823669434
415,0,0.23709411919116974,9.227008819580078
416,0,0.23556853830814362,9.230466842651367
417,0,0.23409347236156464,9.233945846557617
418,0,0.2326301634311676,9.237338066101074
419,0,0.2311566174030304,9.240793228149414
420,0,0.2297285497188568,9.244203567504883
421,0,0.2283102422952652,9.247583389282227
422,0,0.22687911987304688,9.251070976257324
423,0,0.22550201416015625,9.254462242126465
424,0,0.22410079836845398,9.257880210876465
425,0,0.2227453589439392,9.261245727539062
426,0,0.22137664258480072,9.264642715454102
427,0,0.22003036737442017,9.268050193786621
428,0,0.21871520578861237,9.271383285522461
429,0,0.21735550463199615,9.274702072143555
430,0,0.21607880294322968,9.278121948242188
431,0,0.21481171250343323,9.281478881835938
432,0,0.2135220319032669,9.284811973571777
433,0,0.21225647628307343,9.28819465637207
434,0,0.2109915167093277,9.291015625
435,0,0.20899154245853424,9.294329643249512
436,0,0.20777587592601776,9.297637939453125
437,0,0.20651580393314362,9.300944328308105
438,0,0.20530883967876434,9.304299354553223
439,0,0.20413802564144135,9.307578086853027
440,0,0.20290526747703552,9.310869216918945
441,0,0.2017066925764084,9.31418514251709
442,0,0.20057326555252075,9.317484855651855
443,0,0.1994175761938095,9.320754051208496
444,0,0.1982322633266449,9.324012756347656
445,0,0.19712768495082855,9.327295303344727
446,0,0.19598251581192017,9.330592155456543
447,0,0.194874569773674,9.333807945251465
448,0,0.19372940063476562,9.337026596069336
449,0,0.1926228404045105,9.34024715423584
450,0,0.1915217638015747,9.343560218811035
451,0,0.1904742419719696,9.346793174743652
452,0,0.18941406905651093,9.350016593933105
453,0,0.18832732737064362,9.353293418884277
454,0,0.18729309737682343,9.356512069702148
455,0,0.18625792860984802,9.359749794006348
456,0,0.18521010875701904,9.362979888916016
457,0,0.18418732285499573,9.366177558898926
458,0,0.18316344916820526,9.369410514831543
459,0,0.18221984803676605,9.37259292602539
460,0,0.1811750829219818,9.375799179077148
461,0,0.18016739189624786,9.379019737243652
462,0,0.1792214959859848,9.382242202758789
463,0,0.17825745046138763,9.385384559631348
464,0,0.1772242784500122,9.38855266571045
465,0,0.17624527215957642,9.391752243041992
466,0,0.1753057837486267,9.3949556350708
467,0,0.17438262701034546,9.398140907287598
468,0,0.17345763742923737,9.401323318481445
469,0,0.1725204437971115,9.404536247253418
470,0,0.17162078619003296,9.407760620117188
471,0,0.1707000732421875,9.410895347595215
472,0,0.16979491710662842,9.414076805114746
473,0,0.16890625655651093,9.41720962524414
474,0,0.16802047193050385,9.42046070098877
475,0,0.1671331822872162,9.423555374145508
476,0,0.16625946760177612,9.426739692687988
477,0,0.1654110699892044,9.429922103881836
478,0,0.1645594835281372,9.433084487915039
479,0,0.1637222319841385,9.436212539672852
480,0,0.1628698706626892,9.439352035522461
481,0,0.1620202660560608,9.442530632019043
482,0,0.16121749579906464,9.445672988891602
483,0,0.1603863537311554,9.448845863342285
484,0,0.1595771759748459,9.45195198059082
485,0,0.15873092412948608,9.455102920532227
486,0,0.15794998407363892,9.458263397216797
487,0,0.15718871355056763,9.461385726928711
488,0,0.15636123716831207,9.464512825012207
489,0,0.15558761358261108,9.467650413513184
490,0,0.15480545163154602,9.470804214477539
491,0,0.15406569838523865,9.473929405212402
492,0,0.15328627824783325,9.47701358795166
493,0,0.15251250565052032,9.480210304260254
494,0,0.1517907679080963,9.483331680297852
495,0,0.15106216073036194,9.486303329467773
496,0,0.1501542627811432,9.48924446105957
497,0,0.14926284551620483,9.49237060546875
498,0,0.1485472172498703,9.49548053741455
499,0,0.14784637093544006,9.498570442199707
499,0,0.14784637093544006,11.285698890686035
